City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
459,Micheweni,TZ,-4.9667,39.8333,79.68,79,26,4.32,scattered clouds
460,Kayerkan,RU,69.3497,87.7602,21.52,100,100,20.71,snow
461,Nagaur,IN,27.2,73.7333,63.63,28,0,8.25,clear sky
462,Ullapool,GB,57.8987,-5.1604,39.76,95,100,9.75,heavy intensity rain
463,Gospic,HR,44.5461,15.3747,46.09,94,100,3.49,overcast clouds
464,Tubuala,PA,9.5167,-79.0333,80.71,75,8,16.15,clear sky
465,Abha,SA,18.2164,42.5053,55.22,88,20,8.05,few clouds
466,Los Andes,CL,-32.8337,-70.5983,72.57,28,0,5.23,clear sky
467,Turukhansk,RU,65.8167,87.9833,16.27,94,100,16.87,overcast clouds
468,Springbok,ZA,-29.6643,17.8865,64.81,50,2,3.24,clear sky
469,Kayes,ML,14.0,-11.0,82.76,13,6,4.79,clear sky
470,Saint George,US,37.1041,-113.5841,68.47,15,0,3.44,clear sky
471,Kuybysheve,UA,47.358,36.6491,39.06,75,98,13.58,overcast clouds
472,Leshukonskoye,RU,64.8989,45.7622,27.52,95,99,7.92,overcast clouds
473,Lalibela,ET,12.0333,39.0333,61.63,54,73,5.95,broken clouds
474,Kostomuksha,RU,64.571,30.5767,6.35,100,95,3.11,light snow
475,Vawkavysk,BY,53.1561,24.4513,34.97,81,79,16.96,broken clouds
476,Mecca,SA,21.4267,39.8261,59.65,50,0,8.9,clear sky
477,Nosy Varika,MG,-20.5833,48.5333,74.37,82,58,8.5,broken clouds
478,Yar-Sale,RU,66.8333,70.8333,28.38,94,100,17.31,overcast clouds
479,San Ramon,US,37.7799,-121.978,73.29,37,0,6.91,clear sky
480,Kuusamo,FI,65.9667,29.1833,21.24,93,100,5.75,light snow
481,Pafos,CY,34.7667,32.4167,49.91,71,0,5.75,clear sky
482,Terre-De-Bas,GP,15.8501,-61.6442,76.66,71,21,15.66,few clouds
483,Diego De Almagro,CL,-26.3667,-70.05,69.62,45,0,5.46,clear sky
484,Santiago Del Estero,AR,-27.7951,-64.2615,85.91,32,8,3.53,clear sky
485,San Carlos De Bariloche,AR,-41.1456,-71.3082,53.35,87,75,6.91,broken clouds
486,Dunmore Town,BS,25.5,-76.65,75.7,80,2,5.14,clear sky
487,Conceicao Do Mato Dentro,BR,-19.0372,-43.425,67.62,99,100,0.76,heavy intensity rain
488,Elizabeth City,US,36.2946,-76.2511,51.82,31,1,17.27,clear sky
489,Alingsas,SE,57.9303,12.5335,39.34,98,82,4.63,light snow
490,Manthani,IN,18.65,79.6667,69.73,52,78,3.09,broken clouds
491,Yako,BF,12.9667,-2.2667,79.05,14,3,9.93,clear sky
492,Lokosovo,RU,61.1333,74.8167,15.31,84,17,11.65,few clouds
493,Muvattupula,IN,9.9667,76.5833,73.15,84,18,1.97,few clouds
494,Mutoko,ZW,-17.397,32.2268,62.65,91,96,2.04,overcast clouds
495,Lodwar,KE,3.1191,35.5973,87.13,31,43,5.77,scattered clouds
496,Sturgeon Bay,US,44.8342,-87.377,15.1,57,0,12.66,clear sky
497,Sibenik,HR,43.7272,15.9058,55.06,83,100,8.48,overcast clouds
498,Constitucion,CL,-35.3333,-72.4167,60.44,85,8,15.52,clear sky
499,Tromso,NO,69.6496,18.957,21.22,63,0,2.3,clear sky
500,Diffa,NE,13.3154,12.6113,66.74,27,17,13.13,few clouds
501,Belmonte,BR,-15.8631,-38.8828,81.1,82,11,9.04,few clouds
502,Albemarle,US,35.3501,-80.2001,53.1,27,0,9.22,clear sky
503,Saint-Pierre,RE,-21.3393,55.4781,80.28,89,100,31.07,light rain
504,Thinadhoo,MV,0.5333,72.9333,81.3,71,100,6.96,overcast clouds
505,Macau,MO,22.2006,113.5461,47.93,93,75,29.93,broken clouds
506,Boden,SE,65.8252,21.6886,21.2,95,100,4.79,overcast clouds
507,Adigeni,GE,41.6819,42.6987,26.47,95,65,1.7,broken clouds
508,Kalachinsk,RU,55.0529,74.5751,-3.77,90,5,6.22,clear sky
509,Miandrivazo,MG,-19.5167,45.4667,77.76,87,27,0.96,scattered clouds
510,Quatre Cocos,MU,-20.2078,57.7625,80.71,90,100,29.53,moderate rain
511,Akonolinga,CM,3.7667,12.25,67.46,91,80,2.98,broken clouds
512,Sorland,NO,67.667,12.6934,30.25,62,100,12.41,light snow
513,Kathu,TH,7.9178,98.3332,86.7,83,39,7.47,scattered clouds
514,Barra,BR,-11.0894,-43.1417,77.56,71,100,1.63,light rain
515,Oktyabrskoye,RU,43.0645,44.7417,24.94,93,18,4.47,few clouds
516,Uaua,BR,-9.8414,-39.4817,77.83,63,95,3.15,light rain
517,Coromandel,BR,-18.4733,-47.2003,62.64,96,100,2.06,light rain
518,Kemijarvi,FI,66.7131,27.4306,20.03,94,100,7.94,overcast clouds
519,Tyup,KG,42.7276,78.3648,13.78,73,1,4.85,clear sky
520,Viedma,AR,-40.8135,-62.9967,69.49,64,25,15.1,scattered clouds
521,Ellington,US,41.904,-72.4698,28.26,48,20,20.71,few clouds
522,Jaciara,BR,-15.9653,-54.9683,70.34,98,74,3.69,broken clouds
523,Ordu,TR,40.9086,37.6845,25.3,80,16,6.24,few clouds
524,Usevya,TZ,-7.1,31.2333,65.25,96,100,3.2,light rain
525,Mahajanga,MG,-15.7167,46.3167,77.02,94,20,1.14,few clouds
526,Bakaly,RU,55.1789,53.8028,25.38,92,100,13.62,overcast clouds
527,Paragominas,BR,-2.9667,-47.4833,73.08,97,100,3.06,overcast clouds
528,Pyaozerskiy,RU,65.8333,31.1667,16.11,97,95,1.39,light snow
529,Aguilas,ES,37.4063,-1.5829,56.05,72,100,12.97,overcast clouds
530,Conceicao Da Barra,BR,-18.5933,-39.7322,77.59,88,97,9.33,overcast clouds
531,Cave Spring,US,37.2276,-80.0128,40.19,19,0,11.5,clear sky
532,Tutoia,BR,-2.7619,-42.2744,82.38,89,90,8.52,overcast clouds
533,Tonj,SS,7.2737,28.6822,80.71,12,30,9.84,scattered clouds
534,Kalmunai,LK,7.4167,81.8167,74.88,91,87,5.95,overcast clouds
535,North Myrtle Beach,US,33.816,-78.68,53.65,45,0,0.0,clear sky
536,Chardara,KZ,41.2547,67.9692,47.01,49,86,11.52,overcast clouds
537,Pascagoula,US,30.3658,-88.5561,57.25,46,0,3.44,clear sky
538,Wick,GB,58.4333,-3.0833,37.45,87,100,18.41,moderate rain
539,Dinard,FR,48.6314,-2.0614,50.68,92,0,10.36,clear sky
540,Rentina,GR,40.6574,23.614,54.45,67,76,1.36,broken clouds
541,Korla,CN,41.7597,86.1469,23.81,56,0,3.6,clear sky
542,Bonthe,SL,7.5264,-12.505,78.31,81,15,6.51,few clouds
543,Paamiut,GL,61.994,-49.6678,8.56,95,100,13.02,light snow
544,Ubatuba,BR,-23.4339,-45.0711,74.8,89,97,4.54,overcast clouds
545,Dondo,MZ,-19.6094,34.7431,81.91,81,100,3.29,overcast clouds
546,Conceicao Do Araguaia,BR,-8.2578,-49.2647,72.43,94,100,4.41,overcast clouds
547,Neuquen,AR,-38.9516,-68.0591,82.29,24,0,11.5,clear sky
548,Onega,RU,63.9061,38.1404,24.51,98,100,3.49,light snow
549,Marzuq,YE,14.4,46.4667,64.42,50,0,4.56,clear sky
550,Amsterdam,NL,52.374,4.8897,41.9,87,75,21.85,broken clouds
551,Walvis Bay,NA,-22.9575,14.5053,66.09,84,27,4.59,scattered clouds
552,Gambo,CF,4.6482,22.2633,69.75,60,67,3.02,broken clouds
553,Strai,NO,58.2,7.9,33.64,82,21,3.44,few clouds
554,Jundia,BR,-8.9347,-35.5736,78.62,81,44,6.29,scattered clouds
555,Mirpur Khas,PK,25.5251,69.0159,67.95,25,0,6.8,clear sky
556,Kostino,RU,58.9097,53.2691,28.42,88,100,12.28,overcast clouds
557,Mokhotlong,LS,-29.2894,29.0675,52.48,83,27,3.4,scattered clouds
558,Zhanaozen,KZ,43.3,52.8,39.04,48,2,6.96,clear sky
559,Gravdal,NO,68.1214,13.5031,27.48,62,100,8.28,overcast clouds
560,Savinskiy,RU,62.9342,40.1361,28.11,98,100,5.26,light snow
561,Shakhtinsk,KZ,49.71,72.5872,7.36,85,4,4.03,clear sky
562,San Giovanni In Fiore,IT,39.2633,16.6996,46.8,39,100,4.81,overcast clouds
563,Yenagoa,NG,4.9247,6.2642,77.92,86,98,3.44,overcast clouds
564,Ambositra,MG,-20.5167,47.25,58.35,91,85,2.08,overcast clouds
565,Vidalia,US,32.2177,-82.4135,54.28,53,0,0.0,clear sky
566,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,80.65,77,83,12.37,broken clouds
567,Bereda,ES,43.2686,-7.5406,46.99,100,94,1.81,overcast clouds
568,Puerto Baquerizo Moreno,EC,-0.9,-89.6,77.31,77,13,9.91,few clouds
569,Saint-Honore,CA,48.5334,-71.0824,12.45,88,100,6.4,light snow
570,Cambridge,CA,43.3601,-80.3127,15.53,79,40,9.22,scattered clouds
571,Fort-Shevchenko,KZ,44.5086,50.263,40.53,63,4,2.89,clear sky
572,Puerto Ayacucho,VE,5.6639,-67.6236,88.52,34,71,10.33,broken clouds
573,Havoysund,NO,70.9963,24.6622,23.88,62,100,15.05,snow
574,Marrakesh,MA,31.6315,-8.0083,53.67,71,75,8.05,broken clouds
575,Winchester,GB,51.0651,-1.3187,50.02,88,75,13.8,haze
576,Ishimbay,RU,53.4545,56.0415,17.51,94,100,12.19,light snow
577,Aranos,NA,-24.1333,19.1167,75.43,56,89,9.84,overcast clouds
578,Resistencia,AR,-27.4606,-58.9839,91.45,34,55,4.61,smoke
579,Arcachon,FR,44.5875,-1.0519,50.05,71,100,10.36,overcast clouds
580,Saint-Joseph,RE,-21.3667,55.6167,79.18,90,100,22.3,moderate rain
581,Urengoy,RU,65.9667,78.3667,21.2,92,100,16.31,overcast clouds
582,Pokhara,NP,28.2333,83.9833,50.86,63,71,3.38,broken clouds
583,Dwarka,IN,22.2394,68.9678,71.55,68,6,12.59,clear sky
584,Amapa,BR,1.0,-52.0,72.5,98,99,2.51,overcast clouds
585,Barinas,VE,8.6226,-70.2075,87.84,40,56,1.14,broken clouds
586,Temirtau,KZ,50.0544,72.9483,7.05,82,2,3.76,clear sky
587,Irituia,BR,-1.7711,-47.4381,73.69,96,94,2.24,overcast clouds
588,Vryburg,ZA,-26.9566,24.7284,67.37,72,57,7.23,broken clouds
589,Inirida,CO,3.8653,-67.9239,78.51,72,83,2.51,broken clouds
590,Tocopilla,CL,-22.092,-70.1979,70.83,75,16,4.7,few clouds
591,Machiques,VE,10.0644,-72.545,82.63,50,97,11.01,overcast clouds
592,Kantabanji,IN,20.4833,82.9167,70.47,49,93,3.13,overcast clouds
593,Tursunzoda,TJ,38.5144,68.2333,45.48,50,69,7.36,broken clouds
594,Phalia,PK,32.4297,73.5775,50.47,41,0,3.31,clear sky
595,La Rioja,ES,42.25,-2.5,33.12,62,35,5.46,scattered clouds
596,Fenoarivo Atsinanana,MG,-17.3667,49.4167,73.42,85,91,12.44,overcast clouds
597,Vilhena,BR,-12.7406,-60.1458,69.1,99,57,6.02,broken clouds
598,Kitob,UZ,39.0843,66.8332,48.78,54,51,4.81,broken clouds
599,Rovaniemi,FI,66.5,25.7167,20.61,86,100,6.91,light snow
600,Naryan-Mar,RU,67.6713,53.087,28.29,94,100,16.37,light snow
601,Ozark,US,37.0209,-93.206,48.61,68,0,7.02,clear sky
602,Toamasina,MG,-18.1667,49.3833,75.2,88,20,9.22,few clouds
603,Pangoa,PE,-12.1167,-73.0,69.24,96,100,0.56,overcast clouds
604,Luau,AO,-10.7073,22.2247,64.69,97,100,6.02,overcast clouds
605,Skeldon,GY,5.8833,-57.1333,74.1,89,67,5.35,broken clouds
606,Akdepe,TM,42.0551,59.3788,33.89,47,2,8.1,clear sky
607,Taloda,IN,21.5667,74.2167,69.53,42,24,6.42,few clouds
608,Oriximina,BR,-1.7656,-55.8661,75.24,89,91,3.27,overcast clouds
609,Alta Floresta,BR,-9.8756,-56.0861,69.96,99,100,2.82,overcast clouds
610,Slupsk,PL,54.4641,17.0287,36.99,77,72,16.51,broken clouds
611,Ashford,GB,51.1459,0.8728,46.94,89,89,1.01,overcast clouds
612,Togur,RU,58.3631,82.8265,1.09,97,46,6.33,scattered clouds
613,Buta,CD,2.7858,24.73,72.68,64,98,2.33,overcast clouds
614,San Juan,AR,-31.5375,-68.5364,81.05,23,0,10.22,clear sky
615,Boddam,GB,57.4667,-1.7833,38.39,84,92,29.59,snow
616,Raga,SS,8.4596,25.678,75.52,18,88,11.25,overcast clouds
617,Moussoro,TD,13.6408,16.4901,66.78,13,2,18.19,clear sky
618,Tyukhtet,RU,56.5389,89.3011,-0.08,99,71,4.9,broken clouds
619,Sioux Lookout,CA,50.1001,-91.917,5.38,85,100,12.66,overcast clouds
620,Mitu,CO,1.1983,-70.1733,73.71,96,93,3.0,overcast clouds
621,Salinas,US,36.6777,-121.6555,76.01,61,0,11.5,clear sky
622,Vejle,DK,55.7093,9.5357,37.06,86,25,13.8,scattered clouds
623,Kigoma,TZ,-4.8769,29.6267,72.27,84,100,2.48,light rain
624,Kachiry,KZ,53.0675,76.1036,-1.95,94,5,5.82,clear sky
625,Huarmey,PE,-10.0681,-78.1522,73.62,78,65,8.86,broken clouds
626,Smithfield,US,41.922,-71.5495,29.46,46,0,16.11,clear sky
627,Kutum,SD,14.2,24.6667,54.03,21,0,11.88,clear sky
628,Salvador,SV,13.8333,-88.9167,84.24,31,8,10.22,clear sky
629,Sur,OM,22.5667,59.5289,69.13,65,5,2.68,clear sky
630,Kumylzhenskaya,RU,49.8809,42.5898,36.99,98,100,18.7,light rain
631,Caucaia,BR,-3.7361,-38.6531,82.04,76,20,6.91,few clouds
632,Tobermory,CA,45.2501,-81.6665,5.31,74,20,12.46,few clouds
633,Baraolt,RO,46.0751,25.6003,41.65,88,46,3.4,scattered clouds
634,Melito Di Porto Salvo,IT,37.9222,15.7714,59.54,88,75,6.91,broken clouds
635,Conakry,GN,9.538,-13.6773,79.38,71,40,6.64,scattered clouds
636,Bauta,CU,22.9828,-82.5464,75.09,78,40,12.66,scattered clouds
637,Caconda,AO,-13.7333,15.0667,60.4,90,100,3.38,light rain
638,Tallahassee,US,30.4383,-84.2807,57.04,45,20,3.44,few clouds
639,Plettenberg Bay,ZA,-34.0527,23.3716,68.23,80,2,12.08,clear sky
640,Granadilla De Abona,ES,28.1188,-16.576,58.86,72,20,18.41,few clouds
641,Voloshka,RU,61.3314,40.0858,30.67,98,100,7.43,snow
642,Capao Bonito,BR,-24.0058,-48.3494,63.64,92,31,3.15,scattered clouds
643,Sao Jose Dos Pinhais,BR,-25.5347,-49.2064,69.06,75,75,5.75,broken clouds
644,Koson,UZ,39.0375,65.585,44.92,48,1,7.94,clear sky
645,Pemba,MZ,-12.974,40.5178,77.7,94,75,6.91,broken clouds
646,Balykshi,KZ,47.0667,51.8667,26.6,100,75,6.71,mist
647,Denizli,TR,37.8402,29.0698,38.25,55,0,2.89,clear sky
648,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,86.94,26,31,2.04,scattered clouds
649,Verkhovazhye,RU,60.7472,42.0465,31.05,96,100,8.68,overcast clouds
650,Cicero Dantas,BR,-10.6,-38.3833,75.43,76,96,9.71,overcast clouds
651,Kargasok,RU,59.0556,80.8572,7.52,89,20,8.21,few clouds
652,Guiratinga,BR,-16.3494,-53.7583,67.24,97,64,6.55,broken clouds
653,Ofaqim,IL,31.3141,34.6203,52.72,86,26,5.32,scattered clouds
654,Valday,RU,57.9747,33.2525,31.73,98,100,11.65,snow
655,Kourou,GF,5.1552,-52.6478,77.11,89,70,4.94,light rain
656,Barra Patuca,HN,15.8,-84.2833,76.82,84,19,10.31,few clouds
657,Shelburne,CA,44.0787,-80.2041,11.68,89,77,11.63,broken clouds
658,Elmira,US,42.0898,-76.8077,20.95,59,0,14.97,clear sky
659,Rio Grande,BR,-32.035,-52.0986,72.66,72,0,14.56,clear sky
660,Olden,NO,61.8364,6.8064,34.9,96,100,9.15,overcast clouds
661,Tsiroanomandidy,MG,-18.7667,46.0333,70.05,77,96,3.0,overcast clouds
662,Abay,KZ,49.6311,72.8539,7.18,81,3,5.1,clear sky
663,Cabras,IT,39.93,8.5314,52.23,66,99,13.96,overcast clouds
664,Verkhnyaya Inta,RU,65.9811,60.3094,24.48,84,76,12.55,broken clouds
665,Ober-Ramstadt,DE,49.8336,8.7519,45.09,67,100,1.01,overcast clouds
666,Karachi,PK,24.9056,67.0822,67.82,60,0,5.75,smoke
667,Jiwani,PK,25.05,61.7417,69.98,58,0,4.21,clear sky
668,Morondava,MG,-20.2833,44.2833,80.53,81,56,2.08,broken clouds
669,Kerugoya,KE,-0.4989,37.2803,60.85,65,98,5.14,overcast clouds
670,Zarichne,UA,51.8126,26.129,36.7,72,57,16.06,broken clouds
671,Magadi,IN,12.9667,77.2333,61.14,84,95,5.35,overcast clouds
672,Garmsar,IR,35.2182,52.3409,50.67,68,100,5.82,overcast clouds
673,Vallenar,CL,-28.5708,-70.7581,75.02,52,0,4.05,clear sky
674,Mantua,IT,45.1667,10.7833,51.28,90,100,1.01,overcast clouds
675,Balkanabat,TM,39.5108,54.3671,49.84,56,94,5.01,overcast clouds
676,Kamenka,RU,51.3223,42.7678,33.75,98,100,18.97,snow
677,Sao Domingos Do Maranhao,BR,-5.5758,-44.3853,71.55,97,97,1.14,overcast clouds
678,Astana,KZ,51.1801,71.446,1.35,78,0,4.47,clear sky
679,Vasilika,GR,40.4797,23.137,54.14,69,85,1.01,overcast clouds
680,Kozhva,RU,65.1073,57.0459,27.7,89,98,13.6,overcast clouds
681,Zamora,EC,-4.0692,-78.9567,69.67,98,98,4.79,light rain
682,Beyla,GN,8.6833,-8.6333,76.14,18,7,2.28,clear sky
683,Mweka,CD,-4.85,21.5667,67.66,99,99,0.63,overcast clouds
684,Rock Sound,BS,24.9,-76.2,75.7,76,2,4.43,clear sky
685,Rwamagana,RW,-1.9487,30.4347,63.84,91,95,2.53,overcast clouds
686,Bosaso,SO,11.2842,49.1816,71.78,74,4,6.53,clear sky
687,Descalvado,BR,-21.9039,-47.6194,68.88,90,92,3.42,overcast clouds
688,Gander,CA,48.9682,-54.5906,17.73,78,40,17.27,scattered clouds
689,Aksu,CN,41.1231,80.2644,24.31,50,0,2.71,clear sky
690,Ateptsevo,RU,55.3236,36.75,36.12,98,100,14.63,light snow
691,Agadir,MA,30.4202,-9.5982,59.45,75,6,4.97,clear sky
